epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.009990133642141357,581.4470550005252,14.39,2.3322918812433877,10.0,"tensor([100.], device='cuda:0')"
1,0.009960573506572389,320.8493969257061,9.758,2.332163086304298,10.0,"tensor([100.], device='cuda:0')"
2,0.009911436253643442,67.68076151334323,9.672,2.332326977680891,10.0,"tensor([100.], device='cuda:0')"
3,0.009842915805643154,nan,10.184,nan,10.0,"tensor([100.], device='cuda:0')"
4,0.009755282581475767,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
5,0.009648882429441256,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
6,0.009524135262330098,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
7,0.009381533400219317,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
8,0.009221639627510075,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
9,0.009045084971874737,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
10,0.008852566213878947,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
11,0.008644843137107058,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
12,0.008422735529643444,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
13,0.00818711994874345,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
14,0.007938926261462368,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
15,0.007679133974894984,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
16,0.007408768370508577,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
17,0.0071288964578253644,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
18,0.0068406227634233915,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
19,0.006545084971874738,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
20,0.006243449435824274,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
21,0.005936906572928625,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
22,0.005626666167821524,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
23,0.005313952597646569,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
24,0.005000000000000002,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
25,0.004686047402353435,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
26,0.004373333832178481,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
27,0.0040630934270713785,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
28,0.0037565505641757274,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
29,0.0034549150281252662,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
30,0.0031593772365766134,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
31,0.0028711035421746384,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
32,0.002591231629491424,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
33,0.0023208660251050166,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
34,0.0020610737385376356,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
35,0.001812880051256552,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
36,0.001577264470356557,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
37,0.0013551568628929439,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
38,0.0011474337861210548,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
39,0.0009549150281252636,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
40,0.000778360372489926,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
41,0.0006184665997806823,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
42,0.0004758647376699034,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
43,0.0003511175705587434,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
44,0.00024471741852423245,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
45,0.00015708419435684522,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
46,8.856374635655642e-05,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
47,3.942649342761119e-05,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
48,9.866357858642208e-06,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
49,0.0,nan,10.0,nan,10.0,"tensor([100.], device='cuda:0')"
